Batch Number,B2600074,,,,,
1380,0.1615825,2165319.799,1492586.632,,,
1381,0.16317981,2157077.875,1481446.648,,,
1382,0.16484914,2148591.715,1469957.415,,,
1383,0.16660049,2139175.166,1457625.18,,,
1384,0.16844317,2128617.805,1444290.393,,,
1385,0.17037587,2118432.454,1430997.097,,,
1386,0.17239055,2110048.598,1418737.052,,,
1387,0.17448573,2102326.417,1406741.871,,,
1388,0.17666941,2093407.173,1393748.142,,,
1389,0.17895068,2083597.256,1379949.208,,,
1390,0.18133214,2074449.839,1366377.792,,,
1391,0.18381187,2066458.228,1353364.444,,,
1392,0.18638934,2059084.465,1340555.586,,,
1393,0.18907834,2052257.725,1327863.88,,,
1394,0.19191037,2046692.93,1315655.919,,,
1395,0.19488472,2041974.048,1303663.491,,,
1396,0.19792963,2034649.95,1289911.976,,,
1397,0.20100701,2022617.235,1273229.517,,,
1398,0.20419237,2011552.404,1257010.717,,,
1399,0.20754316,2007905.357,1245088.076,,,
1400,0.21102038,2008548.973,1235554.881,,,
1401,0.21458637,2006491.406,1224195.941,,,
1402,0.21822733,2000160.733,1210145.446,,,
1403,0.22191725,1991905.51,1194954.82,,,
1404,0.22566102,1984815.713,1180481.464,,,
1405,0.22949582,1982685.465,1168847.912,,,
1406,0.23341491,1986004.387,1160286.644,,,
1407,0.23738611,1989300.8,1151633.663,,,
1408,0.24141106,1988651.344,1140637.356,,,
1409,0.24548661,1986376.508,1128690.737,,,
1410,0.24958816,1985351.469,1117504.401,,,
1411,0.25370538,1985750.243,1107182.574,,,
1412,0.25783409,1986755.912,1097262.204,,,
1413,0.26193393,1986062.791,1086573.346,,,
1414,0.26596728,1981037.395,1073804.939,,,
1415,0.269976,1974840.582,1060610.793,,,
1416,0.27401361,1974821.979,1050786.152,,,
1417,0.27805344,1981377.648,1044512.939,,,
1418,0.28205541,1986637.114,1037679.265,,,
1419,0.28601015,1985782.224,1027830.42,,,
1420,0.28987222,1980424.435,1015982.1,,,
1421,0.29361063,1973587.958,1003796.924,,,
1422,0.29728219,1970405.591,993741.5314,,,
1423,0.30091441,1974539.285,987532.4454,,,
1424,0.30446244,1980979.647,982692.3426,,,
1425,0.30790718,1983105.933,975975.0886,,,
1426,0.31125357,1981471.755,967685.6753,,,
1427,0.3144882,1979773.892,959682.0998,,,
1428,0.31760639,1979008.104,952447.7914,,,
1429,0.32062434,1978239.611,945484.799,,,
1430,0.32354393,1977140.02,938627.9753,,,
1431,0.32634478,1976084.937,932096.4002,,,
1432,0.3290197,1975276.829,925994.2125,,,
1433,0.33158931,1974573.371,920203.6865,,,
1434,0.33406783,1973683.239,914554.5666,,,
1435,0.33644462,1972018.216,908795.7759,,,
1436,0.33870456,1969297.533,902831.6583,,,
1437,0.34082033,1966660.325,897240.8342,,,
1438,0.34276751,1965284.798,892602.2643,,,
1439,0.34459647,1964320.609,888415.0382,,,
1440,0.34638551,1962272.726,883840.4211,,,
1441,0.34812431,1959280.225,878966.3402,,,
1442,0.34974587,1956424.041,874414.0282,,,
1443,0.3512322,1954014.474,870353.2988,,,
1444,0.35261365,1951670.988,866548.6684,,,
1445,0.35390799,1949454.016,862988.4911,,,
1446,0.35511135,1948030.198,859972.0471,,,
1447,0.35622238,1946708.408,857192.8123,,,
1448,0.35725396,1942035.72,853106.5086,,,
1449,0.35822359,1932747.277,847132.7665,,,
1450,0.35913491,1925105.036,842014.4072,,,
1451,0.35997946,1924593.751,840155.3776,,,
1452,0.36076003,1926602.746,839522.1247,,,
1453,0.36149264,1924485.493,837186.0924,,,
1454,0.36218651,1917975.292,833022.0522,,,
1455,0.36284128,1909673.469,828166.8311,,,
1456,0.36343877,1902950.189,824116.5831,,,
1457,0.36394915,1901425.341,822489.0612,,,
1458,0.36438155,1903706.743,822656.434,,,
1459,0.36478748,1903760.287,821910.9793,,,
1460,0.36518945,1899415.706,819276.6394,,,
1461,0.36556148,1894004.963,816243.3063,,,
1462,0.36588154,1889867.094,813860.0315,,,
1463,0.3661476,1886594.582,811953.1802,,,
1464,0.36636362,1882994.092,810000.5912,,,
1465,0.36654323,1876519.203,806881.5401,,,
1466,0.3667,1865924.983,802036.5804,,,
1467,0.36683564,1856744.073,797841.1044,,,
1468,0.36694335,1854868.137,796837.3591,,,
1469,0.36699329,1856297.597,797359.7506,,,
1470,0.36695345,1853603.233,796275.4536,,,
1471,0.36685084,1845343.302,792914.449,,,
1472,0.36674447,1833703.358,788105.9588,,,
1473,0.36664698,1822714.006,783558.7178,,,
1474,0.36653212,1817717.3,781617.4103,,,
1475,0.36637962,1818289.664,782138.1148,,,
1476,0.36617615,1817268.543,782065.2013,,,
1477,0.36592223,1811254.726,779933.0033,,,
1478,0.36564457,1803667.608,777162.6828,,,
1479,0.36536385,1797144.035,774852.4901,,,
1480,0.36507667,1791011.251,772719.0864,,,
1481,0.36477574,1784455.128,770424.1579,,,
1482,0.36445459,1777770.5,768105.9089,,,
1483,0.36410546,1771365.836,765954.1956,,,
1484,0.36371201,1765068.814,763923.0847,,,
1485,0.36326185,1758530.546,761882.6208,,,
1486,0.36279241,1751403.798,759615.5955,,,
1487,0.36235652,1743422.697,756913.3685,,,
1488,0.36193753,1735182.305,754062.9157,,,
1489,0.36147966,1727724.854,751614.1089,,,
1490,0.36097568,1720853.808,749494.2379,,,
1491,0.3604576,1713370.605,747125.7585,,,
1492,0.35993394,1705006.356,744375.4839,,,
1493,0.35938686,1696570.869,741626.3423,,,
1494,0.3588205,1688495.26,739059.4045,,,
1495,0.35827409,1680541.446,736504.0534,,,
1496,0.35775897,1672678.662,733928.1517,,,
1497,0.35722152,1665429.195,731652.158,,,
1498,0.35662546,1658517.838,729616.5614,,,
1499,0.35600687,1649163.579,726535.5469,,,
1500,0.35539975,1635755.487,721636.7411,,,
1501,0.35479284,1623193.788,717096.3849,,,
1502,0.35417345,1616510.171,715162.9235,,,
1503,0.35354365,1612321.965,714345.1838,,,
1504,0.35290344,1604979.492,712141.0997,,,
1505,0.35225969,1593991.891,708314.9593,,,
1506,0.35162452,1581385.961,703741.818,,,
1507,0.35098428,1570105.25,699752.5486,,,
1508,0.35031384,1563382.591,697832.8842,,,
1509,0.34963012,1559762.408,697313.9042,,,
1510,0.34897549,1554038.409,695802.9428,,,
1511,0.34835256,1544861.807,692687.068,,,
1512,0.34772909,1535163.083,689327.2239,,,
1513,0.34709341,1526582.575,686478.4229,,,
1514,0.34646079,1518629.267,683897.4344,,,
1515,0.34583953,1510129.286,681043.1089,,,
1516,0.3452206,1498955.219,676967.8798,,,
1517,0.34459411,1485070.242,671665.2557,,,
1518,0.34396322,1473715.658,667498.7851,,,
1519,0.34334183,1468284.374,665990.9793,,,
1520,0.34274435,1463853.954,664895.5138,,,
1521,0.34217305,1455192.716,661831.5384,,,
1522,0.34161458,1442635.214,656964.5763,,,
1523,0.3410552,1428289.005,651269.7249,,,
1524,0.34048867,1416019.847,646518.0685,,,
1525,0.33991771,1409367.846,644327.4744,,,
1526,0.33935633,1405151.787,643230.922,,,
1527,0.33881447,1397818.021,640672.6141,,,
1528,0.33829272,1387517.742,636716.0916,,,
1529,0.33779217,1377415.999,632809.4481,,,
1530,0.3373104,1368216.568,629280.7447,,,
1531,0.33683975,1358913.06,625679.496,,,
1532,0.33637695,1349299.299,621915.4454,,,
1533,0.33592399,1339886.534,618221.3982,,,
1534,0.3354818,1330838.743,614672.2917,,,
1535,0.33504942,1321917.578,611160.0497,,,
1536,0.33463182,1312819.821,607537.802,,,
1537,0.33424198,1303189.442,603622.7138,,,
1538,0.33387767,1293125.376,599463.809,,,
1539,0.33351132,1283467.057,595488.542,,,
1540,0.33312758,1274551.387,591874.6896,,,
1541,0.33273935,1265584.229,588236.135,,,
1542,0.33236217,1256052.264,584312.9873,,,
1543,0.33201158,1246446.936,580312.8795,,,
1544,0.33168915,1237203.233,576437.0613,,,
1545,0.33135177,1228146.076,572661.8556,,,
1546,0.33097012,1219137.067,568960.8916,,,
1547,0.33059981,1210577.256,565448.036,,,
1548,0.33029771,1202533.254,562081.6202,,,
1549,0.33003258,1193067.032,557997.5134,,,
1550,0.32975441,1180608.104,552524.254,,,
1551,0.32945783,1168456.161,547210.7107,,,
1552,0.32915714,1160549.512,543884.3117,,,
1553,0.32887076,1154630.238,541467.218,,,
1554,0.32861089,1146507.749,537979.9684,,,
1555,0.32835981,1135853.926,533289.0562,,,
1556,0.32809063,1124202.426,528145.8755,,,
1557,0.32780958,1113754.998,523576.4326,,,
1558,0.32754144,1106722.864,520591.9378,,,
1559,0.32729303,1101504.506,518433.733,,,
1560,0.32705555,1094392.447,515368.1057,,,
1561,0.3268102,1085168.077,511312.9656,,,
1562,0.32653524,1076023.218,507325.165,,,
1563,0.32623879,1067727.229,503757.5029,,,
1564,0.32595302,1059828.568,500360.0219,,,
1565,0.32571359,1051198.206,496559.1857,,,
1566,0.32555516,1040250.35,491566.9874,,,
1567,0.32543389,1028329.68,486069.6239,,,
1568,0.32522792,1019617.449,482180.1574,,,
1569,0.32491248,1014272.224,480000.9012,,,
1570,0.32457439,1007871.128,477343.0605,,,
1571,0.32426223,998282.5031,473141.7034,,,
1572,0.32397358,986524.8168,467879.9482,,,
1573,0.32369072,974666.888,462557.2472,,,
1574,0.32337969,965876.3579,458713.8446,,,
1575,0.32302532,960437.9823,456503.3945,,,
1576,0.32263651,954332.9885,454007.9173,,,
1577,0.32223546,945665.3125,450300.0494,,,
1578,0.32187085,936423.7041,446273.9622,,,
1579,0.32154114,927860.0111,442528.5757,,,
1580,0.3211479,919402.0736,438891.9174,,,
1581,0.32065209,910683.3984,435226.5028,,,
1582,0.32014554,902022.9114,431590.6558,,,
1583,0.31967723,893646.1178,428043.9297,,,
1584,0.31918243,885464.8611,424608.716,,,
1585,0.31863077,877259.7404,421208.7952,,,
1586,0.31808943,868622.8414,417582.0434,,,
1587,0.31758579,859501.2193,413676.3677,,,
1588,0.31703894,850615.681,409915.5938,,,
1589,0.31639523,842321.3211,406520.6071,,,
1590,0.31568875,833998.9851,403159.383,,,
1591,0.3149647,825274.6652,399607.6687,,,
1592,0.31427044,816570.3751,396025.526,,,
1593,0.31362093,808155.9699,392531.267,,,
1594,0.31295309,799744.122,389043.3208,,,
1595,0.31221698,791243.6655,385561.1452,,,
1596,0.31142085,783149.4178,382317.1518,,,
1597,0.31060094,775330.8713,379215.5451,,,
1598,0.30983069,766140.7661,375385.8372,,,
1599,0.30912595,755268.7654,370659.874,,,
1600,0.30837927,745670.0633,366578.8787,,,
1601,0.30754132,738747.1833,363876.9278,,,
1602,0.30670169,731810.8654,361157.9396,,,
1603,0.30590178,722990.6248,357462.8257,,,
1604,0.30506765,713083.6648,353242.4063,,,
1605,0.30417211,703330.8479,349130.3127,,,
1606,0.30330731,695199.4322,345781.7781,,,
1607,0.30250458,688871.7774,343268.3861,,,
1608,0.30164013,682164.6786,340603.4962,,,
1609,0.30067669,673970.8834,337259.6961,,,
1610,0.29977501,665436.9557,333681.3289,,,
1611,0.29898719,657370.4876,330234.9315,,,
1612,0.29814572,649684.6043,327006.8533,,,
1613,0.29721929,641807.3213,323731.8075,,,
1614,0.29640816,632614.4735,319691.4071,,,
1615,0.29571949,622627.7794,315143.9678,,,
1616,0.29488142,614544.1553,311653.2596,,,
1617,0.29385503,608590.1486,309364.0822,,,
1618,0.2928944,601898.497,306640.0341,,,
1619,0.29207186,593265.6655,302814.9768,,,
1620,0.2912565,583511.9276,298396.1625,,,
1621,0.29041608,574111.6195,294157.7271,,,
1622,0.28962732,566920.8135,291001.3989,,,
1623,0.28887665,561265.9381,288597.1502,,,
1624,0.28806185,554512.3035,285659.9375,,,
1625,0.28721324,546446.3769,282055.3282,,,
1626,0.28645987,538553.252,278463.8256,,,
1627,0.28573787,531097.6322,275065.7359,,,
1628,0.28487903,523605.907,271722.4384,,,
1629,0.28399259,516033.2283,268339.7934,,,
1630,0.2833003,508551.4036,264871.0903,,,
1631,0.28268264,501219.6363,261423.9868,,,
1632,0.28190795,493999.653,258118.2374,,,
1633,0.28103641,486580.2112,254752.2516,,,
1634,0.28022102,478716.578,251106.2082,,,
1635,0.2795345,470922.0696,247408.4569,,,
1636,0.27898479,463687.2402,243916.0397,,,
1637,0.27840789,456625.7323,240520.7187,,,
1638,0.2776696,449356.4921,237094.4661,,,
1639,0.27686271,442079.5596,233688.7065,,,
1640,0.27612398,434963.7569,230318.6412,,,
1641,0.27558454,427883.6265,226851.2259,,,
1642,0.27521425,420821.7524,223297.5363,,,
1643,0.27469751,414001.6883,219940.1909,,,
1644,0.27396796,407165.55,216672.135,,,
1645,0.27333998,399441.1819,212869.2154,,,
1646,0.27289152,391251.0713,208719.9775,,,
1647,0.27243001,384247.6621,205201.8276,,,
1648,0.27189599,378173.732,202206.6205,,,
1649,0.27134372,371406.5262,198840.9418,,,
1650,0.27084813,363775.5838,194977.9141,,,
1651,0.2704792,355953.121,190947.3372,,,
1652,0.27014276,348549.0816,187120.4186,,,
1653,0.26971126,341909.6175,183738.4547,,,
1654,0.26926507,335286.614,180364.5361,,,
1655,0.26890624,327945.5333,176561.2842,,,
1656,0.26859597,320223.1555,172526.8778,,,
1657,0.26828354,312482.7425,168477.729,,,
1658,0.26795973,304669.473,164387.6599,,,
1659,0.26765554,296577.9098,160133.8917,,,
1660,0.26745479,287883.3414,155511.2268,,,
1661,0.26731825,278896.4089,150703.9635,,,
1662,0.2670728,270517.6243,146259.0565,,,
1663,0.2667868,262427.3986,141978.4318,,,
1664,0.26670309,253545.1509,137199.4034,,,
1665,0.26684457,243886.3598,131929.8121,,,
1666,0.26709791,233990.9286,126503.0832,,,
1667,0.26725638,224356.9541,121250.3938,,,
1668,0.2671936,215205.0275,116321.184,,,
1669,0.26720554,205963.4317,111322.9172,,,
1670,0.26747488,196289.3693,106028.3255,,,
1671,0.2677191,186545.1056,100708.1828,,,
1672,0.26774916,176971.9892,95533.42969,,,
1673,0.26761667,167577.832,90489.85645,,,
1674,0.26758421,158400.7696,85540.75504,,,
1675,0.26805898,149509.3941,80650.95184,,,
1676,0.26905683,140955.5066,75862.16223,,,
1677,0.27031315,132738.9622,71233.662,,,
1678,0.27131668,124676.7019,66752.66807,,,
1679,0.27184771,116719.3715,62415.89968,,,
1680,0.27280867,109236.7899,58285.46418,,,
1681,0.27454445,102316.4841,54375.23682,,,
1682,0.27609048,95603.61008,50627.18927,,,
1683,0.27703947,89107.00748,47083.89603,,,
1684,0.27765332,83108.24794,43852.14163,,,
1685,0.27814114,77590.52566,40894.75012,,,
1686,0.27876882,72429.86175,38119.64432,,,
1687,0.2801255,67612.54459,35473.31553,,,
1688,0.28227286,63119.53995,32952.697,,,
1689,0.28373045,58873.2393,30632.85583,,,
1690,0.28419101,54867.43562,28518.30154,,,
1691,0.28518991,51171.52308,26536.18195,,,
1692,0.28687207,47782.98466,24683.18502,,,
1693,0.28836257,44649.05248,22985.27371,,,
1694,0.2893001,41684.1537,21412.67301,,,
1695,0.28965303,38868.73166,19950.20403,,,
1696,0.28980247,36340.84045,18646.29272,,,
1697,0.29010326,34091.71157,17480.16557,,,
1698,0.29072604,31949.15368,16358.11727,,,
1699,0.29142649,29925.65297,15297.38315,,,
1700,0.29169424,28109.97598,14360.38995,,,
