Batch Number,B2600074,,,,,
1380,0.15851672,2165319.799,1503160.404,,,
1381,0.16013915,2157077.875,1491855.192,,,
1382,0.16179912,2148591.715,1480317.166,,,
1383,0.16353336,2139175.166,1467955.819,,,
1384,0.16537533,2128617.805,1454528.924,,,
1385,0.16731573,2118432.454,1441115.828,,,
1386,0.1693337,2110048.598,1428758.287,,,
1387,0.17142824,2102326.417,1416680.459,,,
1388,0.17361233,2093407.173,1403593.602,,,
1389,0.1758942,2083597.256,1389695.272,,,
1390,0.17827237,2074449.839,1376038.442,,,
1391,0.18075041,2066458.228,1362938.389,,,
1392,0.18334269,2059084.465,1349992.869,,,
1393,0.18605781,2052257.725,1337131.407,,,
1394,0.18888897,2046692.93,1324840.881,,,
1395,0.19181771,2041974.048,1312902.59,,,
1396,0.19481714,2034649.95,1299189.692,,,
1397,0.19789165,2022617.235,1282395.711,,,
1398,0.201101,2011552.404,1265990.223,,,
1399,0.20447324,2007905.357,1253920.493,,,
1400,0.20796576,2008548.973,1244275.831,,,
1401,0.21154889,2006491.406,1232788.049,,,
1402,0.21520699,2000160.733,1218590.84,,,
1403,0.21890505,1991905.51,1203271.655,,,
1404,0.22265226,1984815.713,1188688.138,,,
1405,0.22650605,1982685.465,1176922.242,,,
1406,0.23046002,1986004.387,1168208.008,,,
1407,0.23444391,1989300.8,1159462.065,,,
1408,0.23843836,1988651.344,1148471.682,,,
1409,0.24248266,1986376.508,1136524.791,,,
1410,0.24659503,1985351.469,1125232.763,,,
1411,0.25074632,1985750.243,1114752.121,,,
1412,0.25489754,1986755.912,1104706.671,,,
1413,0.25900485,1986062.791,1093926.46,,,
1414,0.26304294,1981037.395,1081059.849,,,
1415,0.26706539,1974840.582,1067742.815,,,
1416,0.27113614,1974821.979,1057771.388,,,
1417,0.27521448,1981377.648,1051363.222,,,
1418,0.27921759,1986637.114,1044481.977,,,
1419,0.28312559,1985782.224,1034679.944,,,
1420,0.28694603,1980424.435,1022850.704,,,
1421,0.2906883,1973587.958,1010574.153,,,
1422,0.29438729,1970405.591,1000387.692,,,
1423,0.29804015,1974539.285,994089.8219,,,
1424,0.30159213,1980979.647,989208.5901,,,
1425,0.30502305,1983105.933,982478.0612,,,
1426,0.30835659,1981471.755,974162.2506,,,
1427,0.31160568,1979773.892,966072.9386,,,
1428,0.31476037,1979008.104,958709.871,,,
1429,0.31780859,1978239.611,951634.7724,,,
1430,0.32074377,1977140.02,944699.4399,,,
1431,0.32355981,1976084.937,938092.7974,,,
1432,0.32624833,1975276.829,931922.1557,,,
1433,0.32880048,1974573.371,926131.8025,,,
1434,0.33121961,1973683.239,920572.1632,,,
1435,0.33354027,1972018.216,914893.74,,,
1436,0.33579082,1969297.533,908909.2426,,,
1437,0.33794173,1966660.325,903207.6991,,,
1438,0.33995024,1965284.798,898411.3989,,,
1439,0.34182156,1964320.609,894109.7138,,,
1440,0.34358526,1962272.726,889557.66,,,
1441,0.34526224,1959280.225,884777.9935,,,
1442,0.34686251,1956424.041,880238.7495,,,
1443,0.3483752,1954014.474,876097.7813,,,
1444,0.34977397,1951670.988,872233.2515,,,
1445,0.35105942,1949454.016,868667.501,,,
1446,0.35226705,1948030.198,865622.7006,,,
1447,0.35340997,1946708.408,862761.8482,,,
1448,0.35445756,1942035.72,858617.342,,,
1449,0.35539936,1932747.277,852659.6496,,,
1450,0.3562802,1925105.036,847567.3745,,,
1451,0.35713409,1924593.751,845677.9083,,,
1452,0.35794593,1926602.746,844979.6474,,,
1453,0.35869747,1924485.493,842591.6988,,,
1454,0.35937237,1917975.292,838437.393,,,
1455,0.35995384,1909673.469,833691.3062,,,
1456,0.36047709,1902950.189,829755.8654,,,
1457,0.36100709,1901425.341,828079.7949,,,
1458,0.3615305,1903706.743,828074.7565,,,
1459,0.36196686,1903760.287,827266.4304,,,
1460,0.36230273,1899415.706,824740.4477,,,
1461,0.36261244,1894004.963,821804.7934,,,
1462,0.36293217,1889867.094,819405.9179,,,
1463,0.36321255,1886594.582,817459.1037,,,
1464,0.3634143,1882994.092,815520.0732,,,
1465,0.36355744,1876519.203,812447.9975,,,
1466,0.36367149,1865924.983,807649.0556,,,
1467,0.36377713,1856744.073,803479.7209,,,
1468,0.36388373,1854868.137,802470.9349,,,
1469,0.36394928,1856297.597,802968.1618,,,
1470,0.36392052,1853603.233,801855.7709,,,
1471,0.363829,1845343.302,798450.8165,,,
1472,0.36375157,1833703.358,793555.871,,,
1473,0.36368566,1822714.006,788919.8227,,,
1474,0.36356256,1817717.3,786980.16,,,
1475,0.36336297,1818289.664,787589.8284,,,
1476,0.36312612,1817268.543,787576.9355,,,
1477,0.36287232,1811254.726,785429.5039,,,
1478,0.36259006,1803667.608,782647.9437,,,
1479,0.36227552,1797144.035,780382.2148,,,
1480,0.36194621,1791011.251,778309.0941,,,
1481,0.36161475,1784455.128,776052.1126,,,
1482,0.36126887,1777770.5,773760.972,,,
1483,0.3608943,1771365.836,771638.6391,,,
1484,0.36049131,1765068.814,769609.3403,,,
1485,0.36006437,1758530.546,767512.6657,,,
1486,0.35961715,1751403.798,765189.7331,,,
1487,0.35915301,1743422.697,762517.2706,,,
1488,0.35867722,1735182.305,759745.0778,,,
1489,0.35819688,1727724.854,757316.9925,,,
1490,0.35771388,1720853.808,755144.5505,,,
1491,0.35722394,1713370.605,752709.4556,,,
1492,0.3567139,1705006.356,749915.101,,,
1493,0.35616269,1696570.869,747152.611,,,
1494,0.35557673,1688495.26,744600.1455,,,
1495,0.35500464,1680541.446,742069.5013,,,
1496,0.35446374,1672678.662,739518.0382,,,
1497,0.35389775,1665429.195,737273.1612,,,
1498,0.35327431,1658517.838,735268.2857,,,
1499,0.35265556,1649163.579,732163.6611,,,
1500,0.35208989,1635755.487,727157.507,,,
1501,0.35151505,1623193.788,722529.0633,,,
1502,0.35086583,1616510.171,720630.4545,,,
1503,0.35018446,1612321.965,719891.9317,,,
1504,0.34953404,1604979.492,717687.6035,,,
1505,0.34890961,1593991.891,713799.9281,,,
1506,0.34827902,1581385.961,709183.888,,,
1507,0.34762222,1570105.25,705190.6463,,,
1508,0.34693213,1563382.591,703287.9011,,,
1509,0.34623909,1559762.408,702779.9449,,,
1510,0.34559377,1554038.409,701242.0992,,,
1511,0.34499026,1544861.807,698070.6392,,,
1512,0.34436982,1535163.083,694679.842,,,
1513,0.3437129,1526582.575,691842.7656,,,
1514,0.34305523,1518629.267,689281.3627,,,
1515,0.34241884,1510129.286,686428.4757,,,
1516,0.34179157,1498955.219,682334.1247,,,
1517,0.34115704,1485070.242,677002.0094,,,
1518,0.34050829,1473715.658,672830.0976,,,
1519,0.33985971,1468284.374,671352.2775,,,
1520,0.33926136,1463853.954,670249.3366,,,
1521,0.33873803,1455192.716,667087.0132,,,
1522,0.3382144,1442635.214,662128.2712,,,
1523,0.33761313,1428289.005,656451.9785,,,
1524,0.33698744,1416019.847,651751.2881,,,
1525,0.33642741,1409367.846,649526.606,,,
1526,0.33590892,1405151.787,648357.1798,,,
1527,0.33535849,1397818.021,645791.2407,,,
1528,0.33480033,1387517.742,641856.8972,,,
1529,0.33431389,1377415.999,637897.9943,,,
1530,0.333886,1368216.568,634262.2181,,,
1531,0.33343646,1358913.06,630601.8137,,,
1532,0.33294706,1349299.299,626846.5404,,,
1533,0.33245727,1339886.534,623176.0497,,,
1534,0.33199367,1330838.743,619629.046,,,
1535,0.33156535,1321917.578,616082.7202,,,
1536,0.33117048,1312819.821,612399.2457,,,
1537,0.33079362,1303189.442,608434.6413,,,
1538,0.3304187,1293125.376,604257.341,,,
1539,0.33003139,1283467.057,600279.2588,,,
1540,0.32963454,1274551.387,596654.3483,,,
1541,0.32926371,1265584.229,592962.6589,,,
1542,0.32893872,1256052.264,588937.2053,,,
1543,0.32863208,1246446.936,584846.2503,,,
1544,0.32830971,1237203.233,580940.0743,,,
1545,0.3279389,1228146.076,577179.807,,,
1546,0.32751056,1219137.067,573511.302,,,
1547,0.32710396,1210577.256,570017.9731,,,
1548,0.3267925,1202533.254,566636.5574,,,
1549,0.32652463,1193067.032,562522.905,,,
1550,0.32622893,1180608.104,557027.7538,,,
1551,0.32593039,1168456.161,551673.3893,,,
1552,0.32567996,1160549.512,548256.4093,,,
1553,0.325454,1154630.238,545743.9415,,,
1554,0.32519936,1146507.749,542222.6252,,,
1555,0.32489669,1135853.926,537558.5758,,,
1556,0.32454979,1124202.426,532469.4895,,,
1557,0.32421801,1113754.998,527924.2983,,,
1558,0.32398368,1106722.864,524874.1694,,,
1559,0.32381214,1101504.506,522605.6893,,,
1560,0.32359894,1094392.447,519486.3542,,,
1561,0.3233445,1085168.077,515409.6056,,,
1562,0.32312319,1076023.218,511326.673,,,
1563,0.32291865,1067727.229,507623.442,,,
1564,0.32264219,1059828.568,504189.0805,,,
1565,0.32232001,1051198.206,500454.4973,,,
1566,0.3220812,1040250.35,495514.8442,,,
1567,0.32192094,1028329.68,490017.3243,,,
1568,0.32169535,1019617.449,486118.2327,,,
1569,0.32136419,1014272.224,483938.6871,,,
1570,0.32101003,1007871.128,481276.8519,,,
1571,0.32069776,998282.5031,477040.9921,,,
1572,0.32046577,986524.8168,471674.3316,,,
1573,0.32027184,974666.888,466212.9934,,,
1574,0.31996397,965876.3579,462335.8502,,,
1575,0.31951312,960437.9823,460210.1595,,,
1576,0.31908142,954332.9885,457739.6292,,,
1577,0.31874644,945665.3125,453932.2325,,,
1578,0.31843343,936423.7041,449820.2125,,,
1579,0.3180804,927860.0111,446069.0114,,,
1580,0.31766841,919402.0736,442422.3614,,,
1581,0.31719872,910683.3984,438701.0747,,,
1582,0.31670418,902022.9114,435024.1681,,,
1583,0.31621013,893646.1178,431474.805,,,
1584,0.31571858,885464.8611,428008.8514,,,
1585,0.31521337,877259.7404,424536.2977,,,
1586,0.31464694,868622.8414,420905.2119,,,
1587,0.31400876,859501.2193,417097.643,,,
1588,0.31337819,850615.681,413385.4622,,,
1589,0.31279533,842321.3211,409904.2873,,,
1590,0.31218367,833998.9851,406426.3489,,,
1591,0.31149426,825274.6652,402813.7178,,,
1592,0.31077925,816570.3751,399221.9122,,,
1593,0.31007745,808155.9699,395747.0918,,,
1594,0.30936268,799744.122,392272.9607,,,
1595,0.30861786,791243.6655,388769.6798,,,
1596,0.30786981,783149.4178,385456.0122,,,
1597,0.30713651,775330.8713,382252.7078,,,
1598,0.30639582,766140.7661,378366.565,,,
1599,0.30562578,755268.7654,373659.259,,,
1600,0.30483361,745670.0633,369583.9482,,,
1601,0.30402619,738747.1833,366834.0529,,,
1602,0.30317538,731810.8654,364102.3409,,,
1603,0.3022819,722990.6248,360454.7589,,,
1604,0.30143717,713083.6648,356207.7097,,,
1605,0.30066768,703330.8479,351958.9306,,,
1606,0.29984193,695199.4322,348551.9168,,,
1607,0.29889845,688871.7774,346130.5614,,,
1608,0.29793078,682164.6786,343525.0756,,,
1609,0.2970218,673970.8834,340109.9453,,,
1610,0.29622267,665436.9557,336421.8877,,,
1611,0.29550621,657370.4876,332892.4866,,,
1612,0.29471435,649684.6043,329600.7777,,,
1613,0.29379855,641807.3213,326291.7664,,,
1614,0.29289178,632614.4735,322290.3818,,,
1615,0.29205368,622627.7794,317815.3109,,,
1616,0.29123472,614544.1553,314281.1785,,,
1617,0.29040752,608590.1486,311829.6419,,,
1618,0.28956253,601898.497,309001.5996,,,
1619,0.28868135,593265.6655,305188.2868,,,
1620,0.28775045,583511.9276,300814.863,,,
1621,0.28681849,574111.6195,296604.5773,,,
1622,0.28599404,566920.8135,293446.1147,,,
1623,0.28524615,561265.9381,291019.7967,,,
1624,0.28441752,554512.3035,288067.1064,,,
1625,0.28354166,546446.3769,284449.9704,,,
1626,0.28279356,538553.252,280824.5623,,,
1627,0.28212224,531097.6322,277365.2971,,,
1628,0.28134367,523605.907,273943.4158,,,
1629,0.28049431,516033.2283,270510.0201,,,
1630,0.2797127,508551.4036,267068.1891,,,
1631,0.27896025,501219.6363,263674.3151,,,
1632,0.27814577,493999.653,260363.9647,,,
1633,0.27736022,486580.2112,256917.8168,,,
1634,0.27672054,478716.578,253138.3419,,,
1635,0.27613889,470922.0696,249350.4489,,,
1636,0.27550142,463687.2402,245880.2966,,,
1637,0.27482852,456625.7323,242511.2363,,,
1638,0.27414675,449356.4921,239025.5174,,,
1639,0.27341279,442079.5596,235552.4623,,,
1640,0.27265101,434963.7569,232167.8386,,,
1641,0.27206754,427883.6265,228695.7663,,,
1642,0.27167162,420821.7524,225126.4678,,,
1643,0.27107562,414001.6883,221782.0996,,,
1644,0.2702147,407165.55,218552.774,,,
1645,0.26952084,399441.1819,214749.4214,,,
1646,0.26911956,391251.0713,210540.6576,,,
1647,0.26877501,384247.6621,206936.0821,,,
1648,0.26829321,378173.732,203891.0418,,,
1649,0.26755896,371406.5262,200581.3609,,,
1650,0.26684124,363775.5838,196785.1427,,,
1651,0.26655346,355953.121,192681.2016,,,
1652,0.26637984,348549.0816,188748.7601,,,
1653,0.26582719,341909.6175,185389.0725,,,
1654,0.26519446,335286.614,182063.0259,,,
1655,0.26486309,327945.5333,178212.6918,,,
1656,0.26464568,320223.1555,174103.3182,,,
1657,0.26432155,312482.7425,170021.7535,,,
1658,0.26388826,304669.473,165936.0255,,,
1659,0.2634847,296577.9098,161679.1793,,,
1660,0.26341775,287883.3414,156963.5395,,,
1661,0.26357358,278896.4089,152009.0144,,,
1662,0.26336208,270517.6243,147514.0848,,,
1663,0.26285057,262427.3986,143271.1042,,,
1664,0.2625997,253545.1509,138501.8618,,,
1665,0.26265007,243886.3598,133210.1869,,,
1666,0.26277924,233990.9286,127767.3199,,,
1667,0.26287373,224356.9541,122480.177,,,
1668,0.26287505,215205.0275,117483.6314,,,
1669,0.26280463,205963.4317,112456.7389,,,
1670,0.26271518,196289.3693,107196.7452,,,
1671,0.26268771,186545.1056,101881.691,,,
1672,0.26276253,176971.9892,96636.67919,,,
1673,0.26292555,167577.832,91472.59971,,,
1674,0.26335611,158400.7696,86377.60879,,,
1675,0.2643309,149509.3941,81346.25846,,,
1676,0.26536053,140955.5066,76510.58396,,,
1677,0.26572496,132738.9622,71990.21251,,,
1678,0.26587945,124676.7019,67593.64253,,,
1679,0.26651513,116719.3715,63187.01084,,,
1680,0.2678066,109236.7899,58960.65917,,,
1681,0.26931772,102316.4841,55033.59519,,,
1682,0.26981708,95603.61008,51363.80773,,,
1683,0.26959328,89107.00748,47898.13226,,,
1684,0.27037173,83108.24794,44593.58566,,,
1685,0.27197308,77590.52566,41479.70098,,,
1686,0.27337666,72429.86175,38595.88397,,,
1687,0.27495934,67612.54459,35897.80863,,,
1688,0.27687391,63119.53995,33364.90665,,,
1689,0.2777424,58873.2393,31058.14662,,,
1690,0.27768445,54867.43562,28948.77618,,,
1691,0.27894769,51171.52308,26920.34709,,,
1692,0.28084784,47782.98466,25027.95902,,,
1693,0.28099808,44649.05248,23378.3669,,,
1694,0.28031118,41684.1537,21860.4859,,,
1695,0.2805754,38868.73166,20371.59182,,,
1696,0.28252065,36340.84045,18961.57115,,,
1697,0.28508302,34091.71157,17683.40062,,,
1698,0.2853017,31949.15368,16563.71153,,,
1699,0.28413592,29925.65297,15556.35033,,,
1700,0.28437483,28109.97598,14604.46471,,,
